Order_ID,Order_Date,Month,Quarter,Year,Customer_ID,Customer_Name,State,City_Tier,Category,Product_Name,MRP,Discount_Pct,Sale_Price,Quantity,Revenue,COGS,Profit,Profit_Margin,Payment_Mode,Order_Status,Channel,Rating
AMZ100035,2024-01-25,January,Q1,2024,CUST53950,Tristan Prashad,Rajasthan,Tier-2,Electronics,Sony WH-1000XM5,1149.52,22,896.63,2,1793.26,1312.81,480.45,26.79,Credit Card,Delivered,Mobile App,2.7
AMZ100036,2022-11-13,November,Q4,2022,CUST31376,Fariq Amble,Kerala,Tier-2,Beauty,Biotique Bio Sunscreen,1009.36,17,837.77,2,1675.54,904.95,770.59,45.99,Net Banking,Delivered,Website,3.9
AMZ100037,2023-07-16,July,Q3,2023,CUST10026,Andrew Chandran,Punjab,Tier-2,Fashion,Handbag Women Leather,4712.75,21,3723.07,2,7446.14,4023.04,3423.1,45.97,Debit Card,Delivered,Mobile App,3.6
AMZ100038,2024-03-26,March,Q1,2024,CUST58231,Thomas Borra,West Bengal,Tier-2,Sports,Protein Whey 1kg,4584.32,31,3163.18,1,3163.18,1872.46,1290.72,40.8,Credit Card,Delivered,Mobile App,3.2
AMZ100039,2022-07-23,July,Q3,2022,CUST19656,Xiti Halder,Karnataka,Tier-1,Beauty,Biotique Bio Sunscreen,2472.43,25,1854.32,2,3708.64,1918.82,1789.82,48.26,UPI,Delivered,Mobile App,5.0
AMZ100040,2023-01-29,January,Q1,2023,CUST42399,Kavya Bora,West Bengal,Tier-2,Sports,Nivia Football,4319.08,30,3023.36,1,3023.36,2012.06,1011.3,33.45,Net Banking,Delivered,Mobile App,4.1
AMZ100041,2023-04-21,April,Q2,2023,CUST13291,Simon Talwar,Madhya Pradesh,Tier-3,Electronics,Samsung Galaxy S23,38837.01,10,34953.31,3,104859.93,69078.95,35780.98,34.12,Cash on Delivery,Delivered,Mobile App,3.6
AMZ100042,2023-06-01,June,Q2,2023,CUST37966,Gaurav Sampath,Telangana,Tier-1,Books,Let Us C,515.82,16,433.29,2,866.58,576.95,289.63,33.42,Cash on Delivery,Returned,Mobile App,4.4
AMZ100043,2023-10-04,October,Q4,2023,CUST38827,Urmi Sahota,Uttar Pradesh,Tier-2,Books,RS Aggarwal Maths,625.24,10,562.72,3,1688.16,1023.68,664.48,39.36,UPI,Delivered,Website,3.1
AMZ100044,2022-06-06,June,Q2,2022,CUST56295,Gaurang Nath,Odisha,Tier-3,Home & Kitchen,Cello Dinner Set,13571.78,9,12350.32,1,12350.32,6976.83,5373.49,43.51,Credit Card,Delivered,Mobile App,3.5
AMZ100045,2023-08-22,August,Q3,2023,CUST55581,Amol Parmar,Rajasthan,Tier-2,Sports,Swimming Goggles,902.98,36,577.91,1,577.91,416.93,160.98,27.86,UPI,Cancelled,Mobile App,3.7
AMZ100046,2024-02-05,February,Q1,2024,CUST58144,Robert Mitra,Madhya Pradesh,Tier-3,Home & Kitchen,Usha Ceiling Fan,9840.17,33,6592.91,4,26371.64,15182.32,11189.32,42.43,Cash on Delivery,Cancelled,Mobile App,3.7
AMZ100047,2024-01-12,January,Q1,2024,CUST20816,Tripti Bajaj,West Bengal,Tier-2,Home & Kitchen,WD-40 Multipurpose,870.27,15,739.73,2,1479.46,1020.0,459.46,31.06,Net Banking,Delivered,Website,3.8
AMZ100048,2022-09-24,September,Q3,2022,CUST34844,Samuel Arora,Karnataka,Tier-1,Books,Atomic Habits,548.92,6,515.98,3,1547.94,780.96,766.98,49.55,Debit Card,Delivered,Mobile App,3.3
AMZ100049,2022-01-20,January,Q1,2022,CUST59088,Chameli Nagy,Madhya Pradesh,Tier-3,Books,Ikigai,764.84,15,650.11,1,650.11,308.52,341.59,52.54,Cash on Delivery,Delivered,Website,3.1
AMZ100050,2022-06-06,June,Q2,2022,CUST25633,Chanchal Boase,Maharashtra,Tier-1,Electronics,Canon EOS M50,68125.76,12,59950.67,1,59950.67,27344.34,32606.33,54.39,Credit Card,Returned,Mobile App,2.8
AMZ100051,2024-02-05,February,Q1,2024,CUST57078,Lucky Bedi,Haryana,Tier-2,Fashion,Sunglasses Polarized,1428.97,33,957.41,1,957.41,605.25,352.16,36.78,UPI,Delivered,Website,2.8
AMZ100052,2022-03-19,March,Q1,2022,CUST48803,Abdul Dalal,Kerala,Tier-2,Electronics,boAt Rockerz 450,61282.91,17,50864.82,1,50864.82,33799.9,17064.92,33.55,EMI,Delivered,Mobile App,2.8
AMZ100053,2023-03-15,March,Q1,2023,CUST53353,Urvi Bajaj,Madhya Pradesh,Tier-3,Home & Kitchen,Pidilite Fevicol,3157.22,23,2431.06,2,4862.12,2694.4,2167.72,44.58,Debit Card,Delivered,Website,4.1
AMZ100054,2023-04-16,April,Q2,2023,CUST56354,Isaac Naik,Bihar,Tier-3,Electronics,"Mi Smart TV 43""",44626.95,18,36594.1,5,182970.5,117224.72,65745.78,35.93,Credit Card,Returned,Mobile App,4.3
AMZ100055,2024-01-19,January,Q1,2024,CUST48828,Alka Dass,Kerala,Tier-2,Beauty,Mamaearth Vitamin C Serum,2442.78,44,1367.96,2,2735.92,1612.72,1123.2,41.05,Debit Card,Delivered,Mobile App,4.6
AMZ100056,2022-12-11,December,Q4,2022,CUST11880,Amara Bhargava,Odisha,Tier-3,Electronics,boAt Rockerz 450,41120.38,19,33307.51,1,33307.51,21665.09,11642.42,34.95,Net Banking,Delivered,Mobile App,3.7
AMZ100057,2022-01-11,January,Q1,2022,CUST43857,Sanya Yadav,Gujarat,Tier-1,Home & Kitchen,Usha Ceiling Fan,7098.51,24,5394.87,2,10789.74,5749.64,5040.1,46.71,Credit Card,Delivered,Mobile App,4.3
AMZ100058,2024-03-22,March,Q1,2024,CUST11130,Chakrika Khalsa,Madhya Pradesh,Tier-3,Books,Let Us C,267.23,17,221.8,2,443.6,264.94,178.66,40.28,UPI,Delivered,Mobile App,3.5
AMZ100059,2024-02-03,February,Q1,2024,CUST46070,Unnati Panchal,Punjab,Tier-2,Fashion,Sports Shoes Nike,2990.47,40,1794.28,1,1794.28,992.47,801.81,44.69,Debit Card,Delivered,Mobile App,3.6
AMZ100060,2024-02-20,February,Q1,2024,CUST55230,Qushi Virk,Delhi,Tier-1,Home & Kitchen,Usha Ceiling Fan,3147.3,11,2801.1,1,2801.1,1884.76,916.34,32.71,Credit Card,Delivered,Mobile App,4.3
AMZ100061,2022-10-31,October,Q4,2022,CUST21759,Nitara Balakrishnan,Madhya Pradesh,Tier-3,Home & Kitchen,Pidilite Fevicol,13186.23,14,11340.16,5,56700.8,39678.57,17022.23,30.02,Debit Card,Delivered,Mobile App,3.8
AMZ100062,2024-02-10,February,Q1,2024,CUST42170,Dipta Pingle,Maharashtra,Tier-1,Home & Kitchen,Prestige Pressure Cooker,13899.97,27,10146.98,4,40587.92,26031.5,14556.42,35.86,UPI,Delivered,Website,3.2
AMZ100063,2022-04-27,April,Q2,2022,CUST14282,Dev Pant,Gujarat,Tier-1,Books,RS Aggarwal Maths,228.05,3,221.21,1,221.21,156.73,64.48,29.15,Net Banking,Returned,Mobile App,3.9
AMZ100064,2023-07-26,July,Q3,2023,CUST37274,Anamika Nagy,Tamil Nadu,Tier-1,Beauty,Lakme Foundation,531.67,29,377.49,1,377.49,197.98,179.51,47.55,Cash on Delivery,Cancelled,Website,3.1
AMZ100065,2022-11-09,November,Q4,2022,CUST13947,Indali Barman,West Bengal,Tier-2,Sports,Cycling Helmet,9111.49,19,7380.31,3,22140.93,16539.48,5601.45,25.3,Cash on Delivery,Delivered,Mobile App,4.9
AMZ100066,2022-06-10,June,Q2,2022,CUST10175,Netra Kaur,Uttar Pradesh,Tier-2,Fashion,Saree Silk Banarasi,3369.06,20,2695.25,1,2695.25,1659.19,1036.06,38.44,Net Banking,Returned,Mobile App,4.0
AMZ100067,2023-12-05,December,Q4,2023,CUST25297,William Bhatnagar,Delhi,Tier-1,Home & Kitchen,Prestige Pressure Cooker,7308.41,14,6285.23,2,12570.46,7368.92,5201.54,41.38,Debit Card,Delivered,Website,4.2
AMZ100068,2022-03-15,March,Q1,2022,CUST13908,Shivansh Devi,Karnataka,Tier-1,Fashion,Handbag Women Leather,2812.9,19,2278.45,4,9113.8,6361.34,2752.46,30.2,Credit Card,Delivered,Website,4.4
AMZ100069,2022-10-06,October,Q4,2022,CUST42361,Krisha Gulati,West Bengal,Tier-2,Sports,Gym Gloves,1505.23,32,1023.56,1,1023.56,584.2,439.36,42.92,Net Banking,Delivered,Website,2.6
AMZ100070,2023-08-13,August,Q3,2023,CUST48477,Qadim Narasimhan,Kerala,Tier-2,Books,Zero to One,274.26,4,263.29,1,263.29,171.74,91.55,34.77,UPI,Delivered,Website,3.9
AMZ100071,2023-10-13,October,Q4,2023,CUST15979,Bhavika Mani,Telangana,Tier-1,Fashion,Sunglasses Polarized,3326.25,27,2428.16,1,2428.16,1519.05,909.11,37.44,Net Banking,Delivered,Mobile App,3.3
AMZ100072,2023-02-15,February,Q1,2023,CUST59840,Yutika Reddy,Bihar,Tier-3,Beauty,Himalaya Face Wash,565.39,36,361.85,2,723.7,388.24,335.46,46.35,Cash on Delivery,Delivered,Mobile App,2.7
AMZ100073,2022-01-02,January,Q1,2022,CUST53100,Saanvi Iyengar,Karnataka,Tier-1,Home & Kitchen,Cello Dinner Set,24258.09,17,20134.21,3,60402.63,42129.52,18273.11,30.25,Cash on Delivery,Returned,Mobile App,2.6
AMZ100074,2022-10-01,October,Q4,2022,CUST28876,Upadhriti Sodhi,Kerala,Tier-2,Sports,Protein Whey 1kg,7636.5,30,5345.55,1,5345.55,2488.27,2857.28,53.45,Net Banking,Delivered,Mobile App,2.8
AMZ100075,2022-08-19,August,Q3,2022,CUST17435,Watika Sibal,Haryana,Tier-2,Beauty,Nivea Body Lotion,558.3,45,307.06,1,307.06,175.76,131.3,42.76,Net Banking,Delivered,Mobile App,4.6
AMZ100076,2022-09-07,September,Q3,2022,CUST39935,Bhavna Puri,Telangana,Tier-1,Books,Ikigai,592.79,15,503.87,3,1511.61,1124.75,386.86,25.59,Cash on Delivery,Delivered,Mobile App,3.0
AMZ100077,2024-03-17,March,Q1,2024,CUST43275,Avni Prasad,Bihar,Tier-3,Sports,Yonex Badminton Racket,976.16,34,644.27,2,1288.54,740.24,548.3,42.55,Debit Card,Delivered,Website,4.3
AMZ100078,2024-02-21,February,Q1,2024,CUST45614,Veda Pillay,Bihar,Tier-3,Sports,Swimming Goggles,1740.38,27,1270.48,1,1270.48,698.42,572.06,45.03,Net Banking,Returned,Website,4.7
AMZ100079,2023-12-24,December,Q4,2023,CUST34984,Bhavini Chahal,Kerala,Tier-2,Beauty,Nivea Body Lotion,1209.62,36,774.16,1,774.16,521.33,252.83,32.66,Net Banking,Delivered,Mobile App,5.0
AMZ100080,2023-03-27,March,Q1,2023,CUST16534,Dipta Sarna,Tamil Nadu,Tier-1,Books,Atomic Habits,450.6,20,360.48,1,360.48,173.07,187.41,51.99,Cash on Delivery,Returned,Mobile App,4.3
AMZ100081,2023-10-28,October,Q4,2023,CUST31532,Manya Srinivas,Karnataka,Tier-1,Books,The Alchemist,427.64,10,384.88,2,769.76,506.36,263.4,34.22,EMI,Cancelled,Mobile App,4.9
AMZ100082,2022-10-22,October,Q4,2022,CUST58940,Alka Singh,Bihar,Tier-3,Beauty,Nykaa Nail Polish,1667.95,14,1434.44,1,1434.44,940.02,494.42,34.47,UPI,Returned,Mobile App,4.4
AMZ100083,2024-03-26,March,Q1,2024,CUST13677,Hemal Cheema,West Bengal,Tier-2,Beauty,Himalaya Face Wash,581.46,29,412.84,4,1651.36,765.9,885.46,53.62,Debit Card,Delivered,Website,3.6
AMZ100084,2023-01-27,January,Q1,2023,CUST50613,Yadavi Trivedi,Rajasthan,Tier-2,Fashion,Watch Fastrack,2915.45,21,2303.21,1,2303.21,1091.01,1212.2,52.63,EMI,Delivered,Mobile App,4.8
AMZ100085,2023-04-22,April,Q2,2023,CUST28850,Hema Babu,West Bengal,Tier-2,Fashion,Saree Silk Banarasi,3260.94,39,1989.17,1,1989.17,900.73,1088.44,54.72,EMI,Cancelled,Mobile App,2.7
AMZ100086,2022-11-06,November,Q4,2022,CUST35211,Oscar Wadhwa,Uttar Pradesh,Tier-2,Home & Kitchen,Pidilite Fevicol,16026.63,18,13141.84,3,39425.52,23144.78,16280.74,41.29,Net Banking,Delivered,Mobile App,3.5
AMZ100087,2023-02-10,February,Q1,2023,CUST27988,Lekha Madan,Uttar Pradesh,Tier-2,Home & Kitchen,Pidilite Fevicol,24817.4,14,21342.96,1,21342.96,14918.97,6423.99,30.1,UPI,Cancelled,Mobile App,4.4
AMZ100088,2022-12-27,December,Q4,2022,CUST24352,Kala Mall,Haryana,Tier-2,Electronics,Dell Inspiron 15,45207.73,14,38878.65,2,77757.3,40358.8,37398.5,48.1,EMI,Delivered,Website,3.1
AMZ100089,2023-08-17,August,Q3,2023,CUST33911,Darika Karan,Punjab,Tier-2,Beauty,Pantene Shampoo,380.78,12,335.09,1,335.09,195.11,139.98,41.77,EMI,Delivered,Mobile App,4.8
AMZ100090,2023-06-28,June,Q2,2023,CUST42885,Arya Lad,Tamil Nadu,Tier-1,Home & Kitchen,WD-40 Multipurpose,5138.75,30,3597.12,1,3597.12,2667.07,930.05,25.86,Debit Card,Delivered,Website,4.8
AMZ100091,2024-02-12,February,Q1,2024,CUST24785,Aashi Butala,Haryana,Tier-2,Books,Ikigai,708.28,5,672.87,1,672.87,317.99,354.88,52.74,EMI,Delivered,Mobile App,4.9
AMZ100092,2023-01-13,January,Q1,2023,CUST54094,Hemal Balan,Karnataka,Tier-1,Sports,Protein Whey 1kg,7968.62,10,7171.76,1,7171.76,3493.2,3678.56,51.29,EMI,Delivered,Website,4.0
AMZ100093,2023-07-29,July,Q3,2023,CUST31496,Sara Sama,Karnataka,Tier-1,Beauty,Biotique Bio Sunscreen,2056.03,40,1233.62,1,1233.62,882.37,351.25,28.47,Cash on Delivery,Delivered,Mobile App,2.7
AMZ100094,2023-05-20,May,Q2,2023,CUST17610,Jatin Anne,Punjab,Tier-2,Books,Ikigai,384.81,6,361.72,1,361.72,166.81,194.91,53.88,UPI,Delivered,Website,2.8
AMZ100095,2022-06-08,June,Q2,2022,CUST37189,Nihal Gaba,Punjab,Tier-2,Books,Zero to One,763.57,19,618.49,1,618.49,416.05,202.44,32.73,EMI,Delivered,Mobile App,4.0
AMZ100096,2023-01-07,January,Q1,2023,CUST16511,Chavvi Baria,Haryana,Tier-2,Home & Kitchen,Prestige Pressure Cooker,9356.67,19,7578.9,1,7578.9,3947.35,3631.55,47.92,EMI,Delivered,Website,4.8
AMZ100097,2023-04-11,April,Q2,2023,CUST16007,Ranbir Sarkar,Maharashtra,Tier-1,Beauty,Biotique Bio Sunscreen,1253.6,22,977.81,5,4889.05,3592.0,1297.05,26.53,EMI,Delivered,Mobile App,4.1
AMZ100098,2024-02-23,February,Q1,2024,CUST46320,Nicholas Bala,Madhya Pradesh,Tier-3,Electronics,iPhone 14,30681.31,9,27919.99,2,55839.98,28565.59,27274.39,48.84,Credit Card,Cancelled,Mobile App,4.5
AMZ100099,2022-05-29,May,Q2,2022,CUST18519,Rohan Ramachandran,Madhya Pradesh,Tier-3,Fashion,Formal Shoes Men,907.26,48,471.78,1,471.78,333.79,137.99,29.25,Cash on Delivery,Delivered,Mobile App,2.8
AMZ100100,2022-09-29,September,Q3,2022,CUST13434,Hritik Mann,Maharashtra,Tier-1,Electronics,OnePlus 11,32882.56,12,28936.65,1,28936.65,13158.49,15778.16,54.53,Credit Card,Delivered,Mobile App,3.8
AMZ100101,2023-05-31,May,Q2,2023,CUST24519,Arjun Venkatesh,West Bengal,Tier-2,Beauty,Himalaya Face Wash,1399.0,33,937.33,1,937.33,452.46,484.87,51.73,Cash on Delivery,Delivered,Mobile App,4.5
AMZ100102,2023-02-16,February,Q1,2023,CUST37936,Ekavir Bail,West Bengal,Tier-2,Beauty,Mamaearth Vitamin C Serum,1964.69,11,1748.57,1,1748.57,1038.12,710.45,40.63,EMI,Delivered,Mobile App,4.3
AMZ100103,2023-10-11,October,Q4,2023,CUST56671,Omya Venkataraman,Odisha,Tier-3,Books,Rich Dad Poor Dad,155.55,6,146.22,1,146.22,77.86,68.36,46.75,Debit Card,Returned,Website,3.8
AMZ100104,2024-02-27,February,Q1,2024,CUST46132,Anvi Cherian,Kerala,Tier-2,Books,Let Us C,400.14,5,380.13,3,1140.39,735.87,404.52,35.47,EMI,Delivered,Mobile App,3.6
AMZ100105,2023-03-14,March,Q1,2023,CUST30481,Amol Sane,Gujarat,Tier-1,Fashion,Handbag Women Leather,4170.61,35,2710.9,1,2710.9,1297.24,1413.66,52.15,EMI,Delivered,Website,4.9
AMZ100106,2024-01-27,January,Q1,2024,CUST34421,Kabir Sethi,Karnataka,Tier-1,Beauty,Nykaa Nail Polish,363.55,15,309.02,1,309.02,148.01,161.01,52.1,Credit Card,Cancelled,Mobile App,4.0
AMZ100107,2023-03-10,March,Q1,2023,CUST57255,Ekbal Parmar,Punjab,Tier-2,Sports,Protein Whey 1kg,1484.64,21,1172.87,3,3518.61,2576.82,941.79,26.77,UPI,Delivered,Website,3.3
AMZ100108,2023-07-24,July,Q3,2023,CUST34088,Aarna Mann,Telangana,Tier-1,Electronics,Dell Inspiron 15,19932.75,20,15946.2,1,15946.2,7693.49,8252.71,51.75,UPI,Delivered,Website,3.1
AMZ100109,2023-12-12,December,Q4,2023,CUST27527,Radha Karan,Madhya Pradesh,Tier-3,Books,Let Us C,671.9,19,544.24,1,544.24,396.6,147.64,27.13,UPI,Delivered,Website,4.3
AMZ100110,2022-03-13,March,Q1,2022,CUST19297,Unnati Tiwari,Gujarat,Tier-1,Home & Kitchen,Cello Dinner Set,300.73,32,204.5,1,204.5,132.35,72.15,35.28,EMI,Delivered,Mobile App,2.7
AMZ100111,2022-11-29,November,Q4,2022,CUST47197,Shivani Venkatesh,Rajasthan,Tier-2,Sports,Decathlon Yoga Mat,4371.38,20,3497.1,1,3497.1,1900.64,1596.46,45.65,Cash on Delivery,Delivered,Mobile App,2.9
AMZ100112,2023-03-29,March,Q1,2023,CUST37143,Falan Dara,Punjab,Tier-2,Sports,Cosco Cricket Bat,1090.34,24,828.66,2,1657.32,987.26,670.06,40.43,Debit Card,Delivered,Website,2.8
AMZ100113,2022-02-16,February,Q1,2022,CUST24451,Balveer Ravel,Uttar Pradesh,Tier-2,Books,Rich Dad Poor Dad,573.75,20,459.0,1,459.0,298.41,160.59,34.99,Net Banking,Cancelled,Mobile App,2.5
AMZ100114,2023-05-25,May,Q2,2023,CUST58956,Zansi Dhingra,Madhya Pradesh,Tier-3,Home & Kitchen,Godrej Refrigerator,3559.28,13,3096.57,1,3096.57,1504.92,1591.65,51.4,Net Banking,Delivered,Mobile App,3.5
AMZ100115,2022-02-13,February,Q1,2022,CUST38588,Januja Lala,Telangana,Tier-1,Beauty,Nivea Body Lotion,1719.3,32,1169.12,1,1169.12,828.36,340.76,29.15,UPI,Returned,Mobile App,4.7
AMZ100116,2022-01-22,January,Q1,2022,CUST31284,Gabriel Walla,Kerala,Tier-2,Sports,Cycling Helmet,4221.9,30,2955.33,1,2955.33,1432.01,1523.32,51.54,Credit Card,Cancelled,Mobile App,4.6
